Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Dionte Ferguson,USA,33,28.1,3.9,7.3,0.542,0,0,0,3.6,4.9,0.741,2.2,3.2,3,3.8,6.7,0.6,0.7,1.5,11.5
R.J. White,UNCG,32,23.8,4.6,8.4,0.552,0.5,1.3,0.415,1.7,3,0.573,1.5,3.8,1.9,4.9,6.9,1.2,1.2,1.5,11.5
Tim Quarterman,LSU,33,33.6,3.8,8.9,0.427,1.2,3.9,0.312,2.7,3.8,0.718,2.4,2.5,1.5,3.7,5.2,4,1.4,0.6,11.5
Brian Bennett,POLY,29,30.3,5,9.9,0.507,0,0,0,1.4,2.6,0.539,1.2,2.3,1.9,4.4,6.3,0.9,0.7,0.3,11.5
Braxton Tucker,PSU,23,27.6,4.7,9.5,0.5,0,0.2,0.2,2,2.7,0.726,1.3,2.5,2.3,3,5.3,0.7,0.5,0.5,11.5
Dillon Brooks,UO,36,28.3,4.2,9.1,0.456,0.8,2.3,0.337,2.4,2.9,0.825,2,3.1,1.7,3.2,4.9,1.8,0.5,0.6,11.5
Hans Brase,PRIN,30,31.1,3.6,8.5,0.424,1.7,4.9,0.345,2.6,3.2,0.794,1.9,2.7,1.4,6.1,7.5,2.1,0.6,0.5,11.5
Suki Wiggs,U of I,30,26.3,3.8,8.4,0.455,0.3,0.9,0.286,3.5,4.8,0.741,2,2.3,0.9,2.8,3.7,2.7,0.6,0.2,11.5
Michael Martin,UCA,28,33.1,4,9.5,0.421,1.5,3.9,0.373,2,2.5,0.8,3.5,3.1,0.4,3.4,3.8,4.3,1.9,0.1,11.5
Reed Timmer,DU,31,29.9,3.8,8.8,0.434,0.8,2.4,0.356,3,3.5,0.861,1.9,1.2,0.3,2,2.3,2.4,0.5,0,11.5
Justin Bibbs,VT,29,29.8,4.1,9.6,0.427,1.6,3.8,0.413,1.7,2.6,0.653,1.9,2.1,0.3,2.7,3,1.8,0.4,0,11.4
Bryant McIntosh,NU,32,33.3,4.2,9.9,0.421,1.2,3.4,0.364,1.8,2.1,0.853,2.5,1.1,0.3,2.2,2.5,4.7,0.2,0.2,11.4
Cazmon Hayes,UD,30,27.9,3.7,9.4,0.395,1.7,5.1,0.327,2.4,3.4,0.689,1.2,1.9,0.6,2.7,3.2,1,0.9,0.1,11.4
Cam Griffin,UD,28,33.2,3.9,7.2,0.542,0.2,0.8,0.227,3.5,4.6,0.758,2.2,2.5,1.8,4.3,6.1,2.4,1.7,0.3,11.4
Daniel Bejarano,CSU,33,30.7,3.8,10.9,0.354,2,5.5,0.359,1.8,2.5,0.69,1.6,2.4,1.5,5.6,7.2,2.8,0.4,0.6,11.4
David Nwaba,POLY,24,26.8,4.2,9.8,0.428,0.1,0.4,0.2,2.9,4.6,0.636,1.5,2.1,1.5,3.2,4.7,1.5,1.3,0.6,11.4
Darian Anderson,FDU,29,29.2,4.2,10.8,0.388,1.2,3.5,0.353,1.8,2.7,0.688,2.6,2.8,1,2.5,3.5,3,1.8,0.2,11.4
Darious Moten,MER,32,27.9,4,8.2,0.487,0.6,1.2,0.5,2.8,3.8,0.738,1.4,1.9,1.9,2.5,4.4,1.3,0.8,0.9,11.4
Hassan Martin,URI,33,28.8,4.4,7.4,0.598,0,0.2,0,2.5,4.2,0.609,1.3,2.6,2.2,5.5,7.7,0.3,0.7,3.1,11.4
Yohanny Dalembert,JMU,33,25.2,4.2,7.2,0.578,0,0,1,3.1,4.5,0.673,2.1,2.8,2.2,3.8,6,1.1,0.5,1.1,11.4
Nino Williams,KSU,29,26.9,4.1,8.7,0.478,0.1,0.3,0.375,3,3.6,0.829,1.3,3.3,1.8,3.6,5.3,1.1,0.6,0.2,11.4
Devonta Pollard,U of H,32,30.5,4.1,9,0.457,0,0,0,3.1,4.3,0.725,2.3,2.7,2.6,3.8,6.4,1.2,1.2,0.4,11.4
Darius Carter,WSU,35,21.4,4.5,8.6,0.523,0.1,0.2,0.571,2.3,3.5,0.645,1.1,2.3,1.9,3.5,5.4,0.5,0.4,0.6,11.4
Austin Price,LU,30,28.2,4,9.2,0.433,1.5,3.9,0.385,1.9,2.4,0.795,1.9,2.2,0.7,2.3,3,2,1.5,0.4,11.4
Erik McCree,LTU,36,24.4,4.2,8.8,0.475,0.9,2.9,0.327,2.1,2.9,0.708,1.5,1.9,1.4,4.2,5.6,0.6,0.7,0.4,11.4
Brenton Scott,ISU,31,28.7,3.6,8.5,0.428,1.9,4.3,0.444,2.2,2.9,0.744,2.2,1.8,0.6,3,3.6,1.6,1,0,11.4
Kennedy Meeks,UNC,37,23.3,4.5,8.1,0.562,0,0,0,2.3,3.5,0.641,1.6,2.6,2.6,4.8,7.3,1.1,0.6,1.2,11.4
Maxie Esho,UMass,32,27,4.2,8.3,0.5,0.1,0.4,0.333,2.9,4.2,0.684,2.1,3,2,4.4,6.4,0.9,0.7,0.9,11.3
Austin Loop,MU,32,32.3,3.4,8,0.42,2.6,6.7,0.393,2,2.2,0.887,1,1.8,0.8,1.6,2.3,0.8,1,0.1,11.3
John Green,UCSB,33,24.7,4.6,9.7,0.477,0.8,2.3,0.368,1.2,1.8,0.667,1.7,3.3,1.4,2.7,4.1,1.5,0.4,0.2,11.3
Deverell Biggs,TSU,27,28,4.1,8.9,0.467,1,2.7,0.389,2,2.6,0.771,2.6,2.4,0.5,2.7,3.2,1.9,1.6,0.2,11.3
Tramique Sutherland,BU,24,36,3.9,10.8,0.358,0.6,1.9,0.311,3,4,0.75,2.4,2,1.5,2.4,3.9,3,1,0,11.3
Jorge Rosa,FAMU,27,30,3.6,10.2,0.348,2,6.2,0.327,2.2,3.1,0.711,1.6,1.5,0.6,2.1,2.7,0.7,0.7,0.1,11.3
Elijah Wilson,CCU,34,26.9,3.8,9.6,0.393,1.9,5,0.391,1.8,2.5,0.709,1.2,1.5,0.9,2.5,3.4,0.6,0.6,0.2,11.3
Craig Sword,MSU,28,24.8,3.5,7.7,0.451,1,2.7,0.36,3.4,4.9,0.701,2.5,2.5,0.4,2.4,2.8,1.7,1,0.4,11.3
Andrew Ryan,CAM,32,33.5,3.8,8.5,0.454,2.6,6.2,0.419,1,1.3,0.767,0.8,2.2,1.1,3.8,4.9,1.9,0.8,0.1,11.3
Julien Lewis,CSUF,32,29.5,4.4,11,0.397,0.7,3.1,0.212,1.9,2.4,0.792,1.7,3.1,0.7,3.1,3.8,1.1,1.5,0.2,11.3
David Kravish,Cal,33,29.5,4.9,10.3,0.478,0.1,0.4,0.286,1.4,1.9,0.726,1.5,3.2,1.8,5.2,7,1.2,0.4,1.5,11.3
Greg Pryor,UTC,30,27.4,3.5,7.7,0.455,1.5,3.9,0.379,2.8,3.8,0.746,2,2.6,0.5,2.1,2.6,2.5,1.4,0.1,11.3
Andre Smith,WIN,32,30.9,3.8,10.2,0.373,2,5.9,0.34,1.7,2,0.841,1.9,1.4,0.2,2.4,2.6,4.3,1.3,0.1,11.3
Kenny Chery,BU,29,32.4,3.7,9.7,0.381,1.8,4.8,0.377,2.1,2.6,0.824,2.6,1.6,0.5,2.7,3.1,4.1,1.4,0,11.3
Chris Davenport,UNF,34,28.1,3.9,7.3,0.538,0.4,1.1,0.368,3,4,0.743,2.2,2.7,1.4,5.1,6.5,2.2,0.9,1,11.3
Thomas Gipson,KSU,32,28.8,3.7,6.7,0.549,0,0,0,3.9,5.1,0.761,1.6,2.8,1.8,3.5,5.2,0.4,0.5,0.6,11.2
Robert Hatter,COR,28,26.5,3.5,9.5,0.365,1.6,5.4,0.303,2.7,3.2,0.833,1.4,2.3,0.6,2.1,2.7,0.7,1.2,0.2,11.2
Rondae Hollis-Jefferson,U of A,38,28.7,3.6,7.2,0.502,0.2,0.8,0.207,3.8,5.4,0.707,1.6,2.5,2,4.8,6.8,1.6,1.2,0.8,11.2
Cedric Kuakumensah,BU,30,28.1,4,8.8,0.451,0.9,2.5,0.347,2.4,3.6,0.67,1.9,3.2,1.8,5.5,7.4,0.8,0.5,2.5,11.2
Andrew Chrabascz,BU,30,28.7,4,9,0.446,0.8,2.2,0.343,2.5,4,0.617,1.3,2.7,1.6,2.1,3.6,1.7,0.8,0.6,11.2
Gerrell Martin,LIU,30,26.5,3.7,9.4,0.395,1.8,4.5,0.393,2.1,2.5,0.827,1.2,1.1,1.1,2.6,3.7,0.7,0.6,0.1,11.2
James Webb III,BSU,32,27.7,4.3,7.8,0.552,1.5,3.6,0.409,1.2,1.8,0.655,1,2.5,2,6.1,8,0.6,1.1,0.6,11.2
D.J. Mason,CAM,32,26.4,4.5,8.9,0.503,0.4,1.2,0.351,1.8,3.2,0.558,1.4,2.3,2,3.2,5.2,2,0.7,0.9,11.2
Teddy Okereafor,RU,33,34,3.5,9,0.383,1.5,4.7,0.318,2.8,3.9,0.727,2.5,1.2,0.8,3.8,4.6,4,1.8,0.1,11.2
Kevin Brown,UNO,24,25.6,3.4,9,0.378,1.8,4.8,0.379,2.5,3.4,0.753,2.2,2.1,0.6,1.9,2.5,1.7,1.2,0.2,11.2
Gabas Maldunas,DART,29,28.1,4.3,8.8,0.492,0,0,0,2.5,4.4,0.575,2.4,3.2,2.2,4.5,6.8,1.6,1.2,1.9,11.2
Tavon Allen,DREX,29,32.8,3.8,11.9,0.315,1.5,5.2,0.283,2.2,2.8,0.8,2.1,2.6,0.5,2.5,3,2.3,0.8,0.6,11.2
Cedric Jenkins,SELU,30,25.7,4,10.2,0.391,1.2,4.6,0.254,2,2.7,0.753,2.2,1.6,1,2.1,3.1,1.8,1.2,0.2,11.2
Christian Thomas,L-IL,36,27.7,4.4,7.9,0.563,0.4,0.9,0.441,1.9,3,0.636,1.6,2.4,1.6,2.9,4.5,0.9,0.5,0.2,11.2
Charles Mann,UGA,33,30.6,3.2,7.9,0.4,0.4,1.5,0.275,4.5,6.7,0.668,3.2,3,0.7,4.2,4.9,3.6,0.6,0.1,11.2
Jeffery Moss,MSU,35,33.1,3.9,8,0.487,1.6,3.7,0.423,1.8,2.1,0.853,1.2,2.2,0.9,2.9,3.8,2.2,1.1,0.1,11.2
Jay Hook,TU,31,29.9,3.6,8.7,0.411,2.3,5.9,0.39,1.7,2.1,0.803,1.1,1.8,1,4,5.1,0.9,0.8,0.1,11.2
Torrion Brummitt,WCU,32,26,4.1,8.8,0.463,0,0.5,0.059,3,4.4,0.681,2.4,3.8,2.2,4.1,6.3,1.2,1,1,11.2
John Brisco,PVAMU,32,26.2,4,9,0.448,1.5,3.6,0.43,1.6,2.2,0.714,1.6,2.2,0.6,1.8,2.4,1.1,1.7,0,11.2
Jaleel Williams,SJSU,27,32.2,4.1,9.8,0.415,1.9,5.5,0.342,1.1,2,0.566,1.5,1.7,1,3.7,4.7,0.8,0.5,0.2,11.1
Gerry Blakes,ASU,34,25.5,4.1,10.2,0.405,1.1,3.8,0.302,1.8,2.1,0.822,2.4,2,0.6,3.6,4.2,1.8,0.8,0.1,11.1
Julian Eleby,VMI,28,25,3.2,8.6,0.368,1.2,4.1,0.304,3.5,4.5,0.78,2.4,2,0.7,3.8,4.5,2.8,1,0.1,11.1
Jalen Billups,NKU,30,21.5,4.7,6.8,0.696,0,0,0,1.7,2.7,0.625,1.7,2.7,2.4,3.5,5.9,0.6,0.4,1.2,11.1
Jay Harris,TSU,31,28.5,3.8,9.6,0.394,1.9,4.7,0.411,1.6,2.4,0.699,2.4,2.4,0.7,2.4,3.1,2.2,1.2,0,11.1
Ronrico White,UTC,32,31.4,3.4,8.8,0.383,1.9,5.5,0.354,2.4,3.2,0.757,1.5,1.7,0.4,2.2,2.6,3.2,0.7,0.1,11.1
Carlos Morris,U of M,33,25.6,4,8.9,0.452,1,2.7,0.364,2.1,2.9,0.726,2.1,1.8,0.7,2.5,3.2,2.1,1.8,0.2,11.1
Rodney Cooper,UA,33,31.5,3.8,8.1,0.474,1.5,4,0.374,1.9,2.4,0.8,1.7,2.7,1.1,2.6,3.7,1.6,0.6,0.2,11.1
Sindarius Thornwell,USC,33,30.6,3.5,10.2,0.34,1.2,4.3,0.268,3.1,4.3,0.716,2.2,2.5,1.5,3.4,4.9,2.2,1.3,0.3,11.1
Brent Arrington,MSU,34,28.1,3.6,8.8,0.405,0.9,2.9,0.323,3.1,4,0.765,1.9,3.1,1.3,2.6,3.9,2.3,1.9,0.9,11.1
Ladarius White,UM,34,23.7,3.7,8.9,0.414,1.7,4.3,0.397,2,2.7,0.747,1.5,1.5,0.4,2.8,3.2,1.3,0.8,0.2,11.1
Tyshawn Bell,DESU,36,29.6,3.9,9.5,0.405,2,5.4,0.374,1.4,1.6,0.845,0.9,2.4,1.2,4.3,5.5,1,0.9,0.2,11.1
Aaric Armstead,NIU,28,28.8,3.6,8.7,0.41,0.8,2.2,0.344,3.2,4.6,0.703,1.7,1.8,1.4,3.3,4.7,0.6,1.4,0.4,11.1
Daniel Dixon,W&M,28,29,3.6,8.3,0.44,2.6,5.8,0.451,1.2,1.5,0.81,1.1,2.5,0.2,2.6,2.8,1.1,0.8,0.3,11.1
Divine Myles,STET,31,30.3,4.1,10.3,0.401,0.7,2.1,0.318,2.2,3.2,0.677,1.7,2,0.6,3,3.7,3.4,1.2,0.2,11.1
Paul Watson,CSUF,32,33.3,3.8,9.6,0.394,1.6,4.4,0.355,2,2.8,0.7,1.3,2.7,0.8,4.1,4.9,0.8,0.9,0.7,11.1
Chris Harrison-Docks,WKU,32,33.6,3.5,9.2,0.375,2.3,6.5,0.354,1.8,2.4,0.756,2.1,1.7,0.1,2.6,2.7,2.5,0.7,0,11.1
Yanick Moreira,SMU,34,24.4,4.2,7.7,0.55,0,0,0,2.6,4.1,0.64,1.8,1.8,2.4,4.1,6.4,1,0.7,1.2,11.1
Winston Shepard,SDSU,36,26.5,3.8,9.4,0.407,0.5,1.6,0.298,2.9,4.4,0.671,2.4,1.5,1.8,3.5,5.3,1.9,0.6,0.3,11.1
Kendrick Nunn,U of I,33,30.2,4,9.9,0.401,1.6,4.5,0.36,1.5,1.8,0.817,1.4,1.6,0.4,3.1,3.5,1.9,1.2,0.2,11.1
"Earvin Morris, Jr.",UTEP,33,23.2,3.7,8.2,0.45,1.7,4.2,0.401,2.1,2.9,0.701,1.7,2.3,0.2,2.1,2.3,1.2,0.8,0.3,11.1
Dion Nesmith,HOF,34,28.3,3.9,8.6,0.449,1.4,4.4,0.331,1.9,2.2,0.829,1.3,2.6,0.9,2.3,3.2,2.6,1.4,0,11.1
Luke Fischer,MU,24,29.3,4.4,7.2,0.609,0,0,0,2.2,3.8,0.582,1.8,3.4,1.6,3.2,4.8,0.9,0.5,2.2,11
Trevon Bluiett,XAV,37,28.3,3.6,8.5,0.422,1.2,3.7,0.326,2.6,3.5,0.746,1.4,2.2,1.4,2.8,4.2,1.9,0.6,0.1,11
Aaron Harrison,UK,39,25.8,3.7,9.5,0.395,1.5,4.8,0.316,2,2.6,0.782,0.9,1.6,0.4,2.2,2.6,1.4,1.1,0.2,11
Zach Nelson,UVU,30,30,4.1,8.9,0.464,1.4,4.2,0.333,1.3,1.9,0.702,2.4,2.6,1.5,4.6,6.1,2.2,0.7,1.2,11
Nemanja Djurisic,UGA,33,30,3.9,8.4,0.468,1,3,0.34,2.1,3,0.704,1.8,2.2,1.9,3.4,5.2,1.5,0.7,0.5,11
Estan Tyler,UND,27,30.1,3.4,8.3,0.408,1.4,3.9,0.365,2.9,3.5,0.819,2.3,2.3,0.4,2.1,2.5,2.3,1,0.1,11
Braylon Rayson,CMU,32,23.6,3.7,8.9,0.414,1.8,4.9,0.354,1.8,2.1,0.894,1.2,1.9,0.8,2.1,3,1.1,0.9,0,11
Przemek Karnowski,GU,38,24.5,4.7,7.6,0.622,0,0,1,1.5,2.9,0.509,1.8,2.2,1.8,3.9,5.8,1.3,0.5,1,10.9
Dan Garvin,BU,31,31,4.5,8.5,0.525,0.1,0.3,0.25,1.9,2.9,0.663,1.9,3.8,3.1,4.8,7.9,1.2,1,1.5,10.9
Aaron Bright,SMC,30,31.7,3.4,9.5,0.357,1.5,4.8,0.303,2.7,3,0.879,2.3,2.7,0.3,1.8,2.1,3.8,0.5,0,10.9
T.J. Carpenter,NSU,27,27.7,3.7,9.5,0.387,1.1,4.3,0.27,2.4,3.6,0.68,2.7,2.6,1.1,3.1,4.3,2.1,0.7,0.1,10.9
JoVaughn Love,UAPB,26,27,3.8,10.1,0.38,0.7,2.5,0.297,2.5,3.8,0.663,1.8,2.3,1.6,3.3,5,1,0.6,1.1,10.9
Karam Mashour,MSU,34,22,4.1,8.3,0.493,0.6,2.1,0.282,2.1,3.1,0.702,1.3,2.2,1.6,4.4,5.9,0.9,1,0.4,10.9
Tyler Hood,SU,32,27.3,3.8,8.2,0.46,2.2,5.4,0.399,1.2,1.4,0.909,1,2.8,0.6,2.8,3.4,1.3,0.6,0.4,10.9
Eric Laster,L-MD,30,29.7,4.1,10.6,0.387,1.1,3,0.371,1.6,2.9,0.558,1.9,2.7,1.5,2.2,3.8,1.6,0.7,0.5,10.9
Brian Brown,VMI,28,26.9,3.8,9.4,0.402,2.7,6.9,0.389,0.6,0.8,0.857,1.9,1.4,0.4,1.5,1.9,1.8,1.1,0.1,10.9
Patrick Holloway,GMU,27,26.4,4,10.3,0.39,1.5,4.5,0.331,1.4,1.7,0.826,1.9,2,0.1,1.1,1.2,0.7,0.7,0,10.9
Jalen Nesbitt,UNF,35,32.4,3.1,6.5,0.473,0.8,2.2,0.372,3.9,5.4,0.729,2.4,2,1.6,4.1,5.7,3.4,1.7,0.7,10.9
Kevin Larsen,GW,35,33.2,4.1,8.4,0.49,0.2,0.5,0.368,2.4,4,0.607,1.9,1.6,3.2,4.2,7.4,2.4,0.5,1,10.9
Daniel Hamilton,UConn,35,31.4,4,10.5,0.38,1.3,3.8,0.343,1.6,2.4,0.667,2.3,2.5,1.1,6.6,7.6,3.7,0.9,0.4,10.9
Garrett Nevels,UH,32,30.8,4.1,10,0.409,1.5,4.3,0.345,1.2,1.5,0.771,1.2,1.9,1.2,3.3,4.4,1.3,0.8,0.4,10.8
Keelan Garrett,MSU,31,28.8,4,10.5,0.38,2.2,6.5,0.34,0.7,1,0.656,1.3,1,0.4,1.9,2.3,1.5,0.7,0,10.8
Leron Fisher,LONG,34,27.3,3.4,7.9,0.424,1.4,3.4,0.404,2.8,3.6,0.764,2,2.3,0.6,2.2,2.7,2.5,1.9,0.1,10.8
Gary Ricks Mondragon,DU,28,29.9,3.8,9,0.422,2.3,5.5,0.416,1,1.2,0.771,1,1.9,0.2,2.9,3.1,2,0.8,0.1,10.8
De'von Barnett,SHU,32,25.4,4.4,7.7,0.571,0,0,0,2,3.1,0.64,1.5,3,1.7,3.1,4.8,0.9,0.8,0.6,10.8
Trey Davis,UMass,32,30.7,3.4,9,0.382,1.5,4.8,0.305,2.5,3,0.823,2,2,0.6,2.2,2.8,3.7,1,0.1,10.8
Tyler Hubbard,L-MD,30,30.6,3.3,9,0.367,2.1,5.8,0.37,2.1,2.7,0.775,1,2,0.5,1.5,1.9,0.8,0.6,0,10.8
David Samuels,LBSU,33,26.7,4.1,8.1,0.506,0.2,0.6,0.286,2.4,3.9,0.625,2.1,2.8,2.9,4.5,7.4,1.2,0.5,0.7,10.8
Devonte Upson,SELU,32,32.2,4.5,7.5,0.607,0,0,0,1.7,2.8,0.618,1.9,2.9,2.5,4.9,7.4,0.6,0.8,1.5,10.8
Norville Carey,USM,27,27,4.2,7.7,0.546,0.2,0.6,0.294,2.2,3.4,0.659,1.9,2.3,2.1,3.5,5.6,0.8,0.9,0.9,10.8
Anthony Johnson,NIU,27,22.8,3.9,9,0.434,1.3,3.4,0.374,1.7,2.5,0.701,1,1.4,0.7,1.4,2.1,1,0.4,0,10.8
Antonius Cleveland,SEMO,30,29,4,8.5,0.472,0.4,1.9,0.211,2.4,4.2,0.568,1.3,2.4,1.4,3.4,4.8,1.8,1.3,0.5,10.8
Joshua Smith,GU,33,20.5,4,6.4,0.621,0,0,0,2.8,4.4,0.646,2,3.5,2.5,3.2,5.8,1.2,1,0.7,10.8
Isaiah Miles,SJU,31,31.3,3.7,9.5,0.389,1.7,4.8,0.353,1.6,2.2,0.746,1.7,3.5,2.1,3,5.1,0.8,0.6,0.9,10.7
David Robertson,UNCA,31,31.1,3.5,8.8,0.399,1.7,5.1,0.344,2,2.7,0.735,2.1,2.3,0.4,1.8,2.2,2.7,1.1,0,10.7
Justin Jackson,UNC,38,26.7,4.1,8.7,0.477,0.7,2.4,0.304,1.7,2.4,0.71,1.4,1.4,1.4,2.3,3.7,2.3,0.5,0.5,10.7
Rapheal Davis,PU,34,31.3,3.6,7.9,0.455,0.5,1.8,0.3,3,4.1,0.73,1.9,2.3,1.1,3.2,4.4,2.6,0.8,0.2,10.7
Adonys Henriquez,UCF,30,35,3.6,8.3,0.428,2.2,5.5,0.394,1.4,1.8,0.796,1.5,1,0.7,2.6,3.3,2.1,0.6,0.2,10.7
Tim Huskisson,UNC,29,21.5,3.8,6.5,0.577,0.7,1.8,0.377,2.5,3.5,0.723,1.6,3.3,1.7,2.2,4,1.2,0.9,0.4,10.7
Nikos Pavlos,UNCG,32,35.7,3.7,8.1,0.453,2.8,6.4,0.434,0.6,0.8,0.741,1.6,1.8,0.4,3.3,3.8,1.7,0.8,0.3,10.7
Majok Deng,ULM,38,30.7,3.8,8.6,0.442,1.1,3.1,0.345,2.1,2.7,0.765,1.4,2.2,2.2,5.1,7.3,1.1,0.6,1.3,10.7
Darien Walker,VAL,34,27.2,3.8,9.8,0.387,1.6,4.3,0.361,1.6,2.4,0.639,1.6,1.5,0.9,3.6,4.6,1.8,0.8,0.3,10.7
Ramone Snowden,NU,30,32.7,3.3,8.4,0.389,1.4,4.2,0.341,2.7,4.4,0.626,2.1,2.8,1.4,4.5,6,2.3,1.1,0.5,10.7
Will Sullivan,MU,32,32.3,3.4,7,0.484,2.1,4.8,0.444,1.8,2.2,0.812,1.3,1.6,0.9,4,4.8,1.5,0.9,0,10.7
Jaleen Smith,UNH,32,31.7,3.4,8.3,0.415,1,3,0.326,2.8,3.5,0.805,2.2,2.7,0.8,4.4,5.2,2.8,1.3,0.3,10.7
Jehvon Clarke,BGSU,32,24.1,3.8,8.8,0.432,1.3,3.6,0.365,1.8,2.2,0.806,1.5,1.3,0.8,2.2,3,1.6,0.8,0,10.7
Malcolm Duvivier,OSU,31,34.8,3.5,9.6,0.37,1,3.1,0.309,2.6,3.5,0.736,2.7,2.7,0.6,2.3,3,3.5,1.2,0.1,10.7
Austin Tillotson,CU,33,33.3,3.9,8.3,0.474,1.3,3.2,0.415,1.5,2.1,0.686,2,2.2,0.3,1.7,2,4.1,1.2,0,10.7
Aqeel Quinn,SDSU,33,26.3,3.8,9,0.416,1.6,4.5,0.365,1.5,2.2,0.704,1.3,1.9,0.6,2.2,2.8,1.5,1,0,10.7
DeMarcus Robinson,ASU,29,30,3.8,8.8,0.433,1.8,4.2,0.421,1.3,1.8,0.745,1.2,1.5,0.7,2,2.7,2.1,1.2,0.1,10.7
Ja'Dante' Frye,NSU,29,27.5,4,7.9,0.507,0,0.3,0.111,2.6,3.7,0.704,1.7,1.4,1.3,2,3.3,0.9,1,0.2,10.7
Derek Jackson,KSU,34,34.7,3.6,8.6,0.419,1.9,4.6,0.423,1.5,2.1,0.732,1.5,1.6,0.6,2.6,3.2,3.4,1.7,0.2,10.6
Kris Brewer,KSU,34,29.2,3.3,8.9,0.369,1.3,3.9,0.321,2.9,4.3,0.669,1.9,1.7,0.4,1.7,2.1,2.8,0.6,0.1,10.6
Myles Davis,XAV,36,26.9,3,7.7,0.394,1.8,4.6,0.384,2.8,3.2,0.872,1.4,1.9,0.3,2.1,2.4,2.1,0.9,0,10.6
DeMarcus Gatlin,SHSU,35,23.4,3.5,7.4,0.475,0.5,1.6,0.286,3.1,4.6,0.688,1.3,2.5,1.7,3.2,4.9,2,1,0.6,10.6
Brandon Taylor,U of U,35,30.2,3.5,7.8,0.445,2.3,5.3,0.439,1.4,1.6,0.857,1.7,1.5,0.2,2.4,2.6,3.3,1.3,0,10.6
Jett Raines,PU,32,28.5,4.2,8.5,0.489,0.4,1.2,0.308,1.9,2.5,0.785,1,2.1,1.4,3.7,5.1,0.5,0.7,0.7,10.6
Kevin Hill,UNO,29,24.3,3.6,7.9,0.457,0,0,0,3.4,4.5,0.748,2.2,2.1,2.3,4.4,6.7,0.7,0.6,0.8,10.6
Jonathan Stark,TU,31,31.8,3.8,10.3,0.372,1,3.5,0.28,2,2.7,0.726,2.5,1.9,0.5,1.9,2.5,4.4,1.3,0.2,10.6
Colter Lasher,HBU,28,22.5,4.2,8.8,0.476,0.9,2.7,0.329,1.4,1.7,0.792,1.4,2.4,1.3,2.4,3.7,1.5,0.8,0.1,10.6
Quinton Chievous,HU,35,25.5,3.6,8.2,0.438,0.7,2.8,0.247,2.7,4.4,0.617,2,2,1.6,5,6.5,0.9,0.5,0.1,10.6
Donte Williams,UVU,30,27,3,8.4,0.36,1.4,4.7,0.298,3.1,3.9,0.81,1.7,1.8,0,2.6,2.7,1.6,0.4,0.3,10.6
Taylor Barnette,BEL,32,29.7,3.8,8.7,0.437,2.6,6.7,0.391,0.4,0.9,0.433,0.8,1.7,0.2,2.4,2.6,1.3,0.8,0,10.6
Isaac Hamilton,UCLA,36,33.9,3.9,9.4,0.409,1.6,4.2,0.388,1.2,1.8,0.688,2.3,2.3,1.1,2.3,3.4,3.2,0.9,0.2,10.6
Byron Wesley,GU,38,26.7,3.8,7.3,0.514,0.3,0.8,0.312,2.8,4.2,0.671,1.6,1.6,1.3,3.4,4.7,2.3,1,0.3,10.6
Kaven Bernard,JSU,32,21.3,3.9,9.2,0.429,0.5,2.1,0.235,2.2,3.1,0.714,1.4,2.1,1.9,3,4.9,0.9,0.5,0.5,10.6
Royce Woolridge,GCU,32,25.3,3.4,7.5,0.456,0.6,1.9,0.323,3.1,4.1,0.742,2.2,2.4,0.3,2.5,2.8,2.2,0.9,0.1,10.6
Aaron Parks,CSUN,32,28.9,2.9,8.2,0.356,0.4,1.5,0.25,4.4,5.7,0.773,2.3,2.7,0.5,2.5,3,1.8,0.7,0.3,10.6
Khristian Smith,ISU,31,30.4,3.5,8.7,0.402,0.7,2.6,0.263,2.8,3.6,0.786,1.5,2.5,0.8,3.7,4.5,1.7,0.9,0.4,10.5
Bryce Dejean-Jones,ISU,33,23,3.6,7.6,0.476,0.8,2.5,0.329,2.5,3.5,0.722,1.5,1.7,1.2,3.5,4.7,2.1,1.1,0.3,10.5
Jimmie Taylor,RU,33,29.7,3.6,9,0.401,1.6,4.1,0.4,1.7,2.7,0.636,1.5,2.7,1.3,3,4.3,1.1,0.9,0.2,10.5
Joe O'Shea,BU,30,33.9,3.2,6.8,0.466,1.1,2.9,0.384,3.1,4,0.775,1.4,3.4,1.7,3.9,5.7,2.2,0.8,0.3,10.5
Geovonie McKnight,MU,32,30.1,4.1,9.5,0.428,0.2,1,0.161,2.2,3.2,0.699,1.9,2.1,0.6,2.8,3.4,1.3,1.4,0.2,10.5
Timmy Knipp,EKU,33,29.5,3.5,8.2,0.419,2.2,5.8,0.382,1.4,1.6,0.833,1.5,1.9,0.6,3.2,3.8,1.8,0.9,1.2,10.5
Mark Gray,GSU,29,27,3.1,7.5,0.419,0.6,1.5,0.395,3.6,4.8,0.755,2.9,2.4,1.8,4.1,5.9,0.7,0.4,0.3,10.5
Devaugntah Williams,TTU,32,24.5,3.4,8.5,0.397,1.7,4.3,0.391,2,2.7,0.765,1.8,1.7,0.8,2.1,2.9,1.6,0.9,0.1,10.5
