Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Malcolm Drumwright,JSU,30,21.8,2,5.6,0.365,0.7,2.2,0.303,1.3,1.6,0.83,1,1.9,0.2,1.2,1.4,1.6,0.7,0.1,6
Trevis Wyche,SPC,34,27.3,1.8,4.7,0.384,0.5,1.7,0.305,1.9,2.8,0.691,1.6,2.3,0.6,2.4,3,3.4,1.2,0,6
Daquan Holiday,NJIT,33,18.7,2.4,3.7,0.634,0,0,0,1.3,2.2,0.592,1,2.8,1.5,3.1,4.6,0.8,0.8,1.5,6
Brandon Holcomb,RU,34,21.2,2.4,4.3,0.565,0,0,0,1.1,1.6,0.691,1.6,2.2,1.8,2.8,4.5,0.8,0.4,1.4,6
Derek Reese,UT,32,25.3,2,5,0.406,0.6,1.9,0.333,1.3,1.8,0.737,1.2,2.2,1.8,3.6,5.3,0.9,0.7,0.3,6
Georgi Boyanov,USA,33,17.6,2.2,4.4,0.497,0.3,1.1,0.27,1.3,2.3,0.571,1,2.1,1.4,3.2,4.7,0.5,0.7,0.3,6
Tra'von Joseph,NSU,30,18.8,2.2,3.8,0.579,0.2,0.4,0.462,1.4,2.1,0.656,1.3,2.3,1.8,2.7,4.5,0.9,0.5,0.2,6
Matt Jones,DUKE,39,21.7,2.2,5.3,0.41,1.1,2.8,0.376,0.6,0.9,0.714,0.7,1.7,0.9,1.5,2.3,1,0.9,0.1,6
Ricmonds Vilde,HBU,28,15.8,2.4,4.4,0.557,0.1,0.4,0.364,1,1.6,0.609,1.9,2.2,1.6,3.6,5.3,0.6,0.3,0.7,6
Khalid Lewis,LU,33,27.5,2.2,6,0.374,0.6,1.9,0.328,0.9,1.4,0.617,1.6,1.7,0.2,1.8,2,2.2,1,0.2,6
Quinton Stephens,GT,30,18.9,2.2,6.5,0.345,1.1,3.6,0.299,0.5,0.6,0.737,0.7,1.3,1.1,1.8,2.9,0.4,0.5,0.4,6
McKay LaSalle,LBSU,33,23,2,5.2,0.388,1.7,4.6,0.364,0.3,0.4,0.769,0.4,1.9,0.2,1.3,1.4,0.7,0.5,0,6
Alec Kobre,PAC,31,16.9,1.8,4.7,0.381,1.5,4,0.366,0.9,1,0.933,0.5,1.8,0.2,0.8,0.9,0.5,0.2,0,6
Malik Gill,DART,29,18.5,1.8,4.3,0.411,0.6,2,0.31,1.8,2.4,0.757,1.9,1.9,0.4,1.8,2.1,3.2,1.5,0.1,6
Quinton Marshall,CIT,29,25.1,2,5,0.41,0.3,0.8,0.364,1.6,2.4,0.671,1.6,2.6,1.1,2.1,3.2,1.2,0.5,0.4,6
Nouhoum Bocoum,ASU,28,15.5,2.2,5.1,0.444,0,0.1,0.333,1.4,2.1,0.678,1,1.7,1.7,2.7,4.4,0.1,0.2,0.4,6
Ryan Richardson,WSU,24,15.5,2,5.4,0.364,1.4,4,0.347,0.7,0.8,0.842,1,1.5,0.1,1.1,1.2,0.9,0.2,0.3,6
Kaleb Joseph,SU,31,27.3,2.2,5.8,0.376,0.2,1.2,0.194,1.3,1.8,0.719,2.3,1.9,0.5,1.8,2.2,3.8,0.9,0.1,5.9
Markel Crawford,UM,30,22.7,2.2,5.5,0.404,0.8,2.8,0.301,0.6,0.9,0.731,1.2,1.8,0.5,1.8,2.3,1.8,1.1,0.1,5.9
Latrell Love,MVSU,30,16.6,2,4.6,0.431,0,0,0,2,2.8,0.706,0.9,1.6,0.9,1.2,2.1,0.5,0.3,0.2,5.9
Tyler Russell,HBU,28,19.5,2.1,5.7,0.369,0.5,1.8,0.286,1.2,1.4,0.85,1.5,2,0.4,1.3,1.7,1.2,0.8,0.1,5.9
Ben Hazel,PRIN,23,18.7,1.7,4.2,0.396,0.9,2.7,0.333,1.7,2.2,0.78,1,1,0.2,1.3,1.5,1,0.6,0.1,5.9
Reggie Spencer,NU,32,18.8,2.2,4.1,0.53,0,0,0,1.5,1.9,0.803,1.2,2.6,1,2.1,3.1,0.7,0.6,0.5,5.9
Jordan Weethee,VMI,30,18.3,1.9,5.3,0.356,1.1,3.4,0.324,1,1.4,0.732,1.3,1.8,1.1,2.8,3.9,1,0.6,0.1,5.9
Cody McDavis,UNC,29,17.8,2.4,5.2,0.47,0,0.1,0.333,1,1.4,0.7,0.8,2.2,0.7,2,2.7,0.3,0.3,0.1,5.9
Josh Newkirk,PITT,34,20.8,2.2,5.9,0.377,0.6,2.1,0.301,0.8,1.2,0.667,1.4,2.1,0.2,1.1,1.3,2.7,0.5,0,5.9
T.J. Buchanan,URI,33,22.5,1.8,3.8,0.48,0.1,0.3,0.333,2.1,3.1,0.67,1.5,2.5,1,2.3,3.3,2.5,1.2,0.2,5.9
Zach Mills,CSUS,33,19.9,2.2,4.8,0.465,0.8,1.8,0.467,0.6,0.8,0.714,0.6,1.5,0.9,2.3,3.2,0.7,0.6,0.1,5.9
Max Hooper,OU,33,18.7,1.9,5.1,0.383,1.8,4.8,0.377,0.2,0.2,0.75,0.4,1,0.1,1.2,1.3,0.3,0.3,0,5.9
"Steve Taylor, Jr.",MU,32,22.1,2.5,5.2,0.482,0.2,1,0.258,0.6,1.2,0.5,0.9,1.4,1.9,3.1,5,0.4,0.5,0.2,5.9
Michael Kessens,UA,32,21.2,2.3,4.6,0.5,0.1,0.4,0.167,1.2,1.9,0.656,1.8,3,1.7,3.5,5.2,0.8,0.5,0.4,5.9
Jonah Travis,HAR,24,18,1.8,3.5,0.506,0,0,0,2.3,3,0.764,0.7,2.3,1.7,1.9,3.6,0.5,0.6,0.4,5.9
Talbott Denny,LIP,30,23.1,1.9,3.8,0.513,0.1,0.3,0.3,1.9,3.1,0.613,1.3,2.9,2.1,2.7,4.8,1.1,0.6,0.1,5.9
Tyler Davis,AAMU,29,26.1,1.9,5.2,0.364,1.1,3.4,0.327,1,1.4,0.667,1.8,1.9,0.6,1.2,1.8,1.5,0.9,0,5.9
Paul Jesperson,UNI,35,18.2,2,4.1,0.479,1.4,3.2,0.425,0.5,0.6,0.864,0.4,1.3,0.3,1.9,2.3,0.3,0.3,0.1,5.9
Phil Gaetano,SHU,32,30.9,1.7,5,0.344,1.4,3.7,0.373,1,1.1,0.917,2.6,2.2,0.4,2.7,3.1,5.8,0.9,0.1,5.8
Jaron Hopkins,CU,32,20.9,2.3,4.8,0.477,0.4,1.2,0.333,0.9,1.6,0.538,1.7,2.1,0.7,2.7,3.3,1.3,1,0.1,5.8
Ta'Jon Welcome,NSU,32,15.8,2.2,5.2,0.429,0.7,2.5,0.272,0.7,1.2,0.538,0.9,1.7,0.6,1.5,2.1,1,0.5,0.3,5.8
Yosef Yacob,BU,32,22.8,1.7,4.9,0.338,0.9,3.1,0.29,1.6,2.2,0.754,1.7,1.6,0.2,0.8,1,1.2,0.6,0,5.8
Justin Browning,WCU,31,25,2.1,3.7,0.552,0.3,0.8,0.308,1.5,2,0.726,1.5,3.8,1.4,3,4.5,1.6,1.5,0.9,5.8
Aleksa Jugovic,TTU,29,18,1.8,4.3,0.419,1,3,0.349,1.2,1.4,0.833,1.2,1.6,0.1,1.1,1.2,2,0.7,0,5.8
Matt Glover,USF,32,26.4,1.9,4.8,0.401,0.6,1.8,0.322,1.4,3,0.469,1.9,3,1.2,4.2,5.5,3.1,1.2,0.3,5.8
Abdel Nader,ISU,32,16.4,2.2,5.3,0.406,0.5,2.2,0.217,1,1.3,0.767,1.2,1.6,0.7,2.2,2.9,0.7,0.4,0.5,5.8
James Johnson,LIB,32,17.8,2.5,4.6,0.534,0,0,0,0.9,1.6,0.549,2,2.8,1.1,1.9,3,0.3,0.2,0.3,5.8
Jeremy Watson,JSU,31,20.8,1.6,4.1,0.391,0.1,0.3,0.333,2.5,3.5,0.72,0.9,1.2,2,3.1,5.1,0.3,0.3,0.2,5.8
JaMarcus Weatherspoon,TSU,31,19.7,2,4.9,0.411,0.1,0.4,0.154,1.7,2.6,0.659,1.3,2.1,1.1,2,3.1,0.6,0.6,0.3,5.8
Chris Obekpa,STJ,30,27.3,2.2,4.8,0.462,0,0,0,1.4,2.7,0.519,1.1,3.2,2.4,4.6,7,0.5,1,3.1,5.8
Pete Miller,PRIN,30,18.6,2.4,4.5,0.545,0,0,0,0.9,2.2,0.424,1.4,2.3,0.6,1.9,2.5,1.2,0.5,1.2,5.8
Jelani Currie,TAMU-CC,33,20.3,1.9,4,0.481,0.5,1.1,0.459,1.5,2.1,0.706,0.9,1.7,0.9,2,2.8,0.8,0.7,0.4,5.8
Wesley Iwundu,KSU,31,25.2,2,5,0.404,0.2,0.6,0.316,1.5,2.5,0.595,2,2.1,1.1,2.4,3.5,2,0.7,0.6,5.8
Kaelon Wilson,UTA,31,19.6,2.1,4.8,0.44,0.5,1.7,0.315,1,1.6,0.588,1,2.1,1,2.4,3.5,0.5,0.4,0.6,5.8
Richaud Pack,UMD,35,25.7,1.8,4.7,0.393,0.8,2.5,0.326,1.3,1.9,0.697,0.9,1.3,0.7,2.6,3.3,1.2,0.5,0.2,5.8
MiKyle Mcintosh,ISU,35,20.1,2,5.7,0.35,0.2,1.1,0.2,1.5,2.8,0.557,2,3,1.4,2.8,4.2,0.7,0.3,0.2,5.8
Jalen Carethers,RU,34,15.6,2.3,4.5,0.503,0,0,0,1.2,1.7,0.724,0.6,2.5,1.7,2.4,4.1,0.7,0.6,0.7,5.8
Stefan Jovanovic,UH,34,17.4,2.1,4.3,0.483,0,0,0,1.6,2.1,0.761,0.9,2.6,1.4,2.3,3.7,0.3,0.3,0.8,5.8
Dylan Sherwood,UNCW,29,15.7,2.1,4.9,0.427,1.3,3.3,0.385,0.3,0.3,0.8,0.6,1.3,1,1.5,2.5,0,0.5,0.1,5.8
C.J. Turman,FAU,29,18.1,2.3,4.1,0.576,0,0,0,1.1,1.9,0.554,1.4,3,0.8,2.4,3.3,0.2,0.2,0.6,5.8
Michel-Ofik Nzege,ECU,33,18.4,2.6,4.2,0.616,0,0,0,0.6,1.3,0.476,1.1,1.8,1.8,2.9,4.7,0.6,0.5,0.4,5.8
Keenan Evans,TTU,32,18.2,1.7,4.7,0.369,0.5,1.7,0.302,1.8,2.5,0.716,1.3,1.2,0.4,1.6,2,1.4,0.8,0.3,5.8
Brekkott Chapman,U of U,35,15,2,4.2,0.479,0.5,1.2,0.442,1.2,1.6,0.764,1,2.3,0.9,1.4,2.3,0.4,0.5,0.4,5.7
Landon Drew,CSUN,31,26.4,2,5.8,0.352,1,2.9,0.337,0.7,1,0.688,1.8,2.4,0.2,2,2.2,4.5,0.8,0,5.7
De'Andre Davis,GCU,30,17.8,2.1,4.1,0.52,0.1,0.6,0.167,1.4,2.1,0.661,1.3,2.2,0.8,1.5,2.3,1.9,0.8,0.1,5.7
P.J. Boutte,IUPUI,29,22.9,1.8,5.8,0.305,0.8,2.3,0.324,1.4,1.9,0.778,2.1,1.7,0.8,1.7,2.4,2.9,1,0,5.7
Rayvon Harris,NU,25,17,1.8,4.2,0.434,0.2,0.7,0.294,1.8,2.9,0.639,2.1,2.1,1.2,2.1,3.2,0.6,0.3,0.3,5.7
Tiel Daniels,CSU,32,20.6,2.1,3.3,0.629,0,0,0,1.6,3.7,0.436,0.9,1.8,2.3,2.5,4.8,0.9,0.4,0.5,5.7
Malcolm Canada,AU,35,22.2,1.7,4.7,0.367,0.3,1.3,0.196,2,2.9,0.69,1.3,2.9,0.4,2.2,2.6,2,1.1,0.4,5.7
Matt Bohannon,UNI,35,26,1.8,4.4,0.406,1.5,3.9,0.391,0.6,0.7,0.769,0.4,1.5,0,1.7,1.7,0.9,0.6,0,5.7
Amadou Sidibe,FU,24,22.8,2.2,4.6,0.491,0,0,0,1.2,1.8,0.69,1.2,2.3,2.3,4.5,6.8,0.7,0.5,0.1,5.7
Patson Siame,LMU,24,20,2.6,5.8,0.453,0,0,0,0.5,1.2,0.393,1.4,2.8,1.2,2.8,4,0.2,0.2,1,5.7
Walter Foster,TU,30,25,2.5,5.5,0.446,0,0,0,0.8,1.9,0.411,1.3,2.8,2.2,3.4,5.6,0.7,0.4,1,5.7
Marko Vasic,AU,33,20.3,2.4,4.5,0.52,0.3,1.3,0.238,0.7,1.2,0.564,0.9,1.7,0.6,2.9,3.6,1.4,0.7,0.1,5.7
Luka Kamber,NSU,29,18.6,1.9,5,0.389,1.4,3.8,0.373,0.4,0.8,0.545,1.2,1.7,0.4,1.7,2.1,0.9,0.5,0.2,5.7
Darius Leonard,WF,32,17.4,2.2,5.6,0.394,0.9,3,0.302,0.3,0.7,0.478,0.5,1.6,1,1.5,2.5,0.3,0.3,0.3,5.7
Goodluck Okonoboh,UNLV,31,26.7,2.4,4.6,0.521,0,0,0,0.8,2.5,0.338,0.9,2.8,1.8,2.7,4.5,0.7,0.5,2.9,5.7
Delvin Dickerson,BGSU,31,15.3,2.2,5.5,0.392,0.7,2.4,0.288,0.7,1.3,0.538,0.7,3,0.6,1.8,2.4,0.4,0.4,0.2,5.7
Drake Lamont,WMY,34,21.4,2.3,4.8,0.479,0,0,0,1.1,1.6,0.685,0.6,2.6,1.7,2.6,4.3,0.4,0.4,0.7,5.7
Jadon Cohee,SEA,34,18.4,2.1,5.4,0.386,0.3,1,0.314,1.2,1.6,0.714,1.4,1.1,0.1,1.5,1.6,1.5,0.4,0,5.7
Javier Martinez,UTM,33,15.6,2.4,3.4,0.703,0,0,0,0.9,1.2,0.756,0.5,2,1.8,2,3.8,0.2,0.2,0.2,5.7
Brannen Greene,KU,35,15,1.6,3.9,0.422,1.1,2.8,0.404,1.3,1.4,0.917,0.9,1.3,0.3,1.9,2.1,0.8,0.3,0.1,5.7
Anton Beard,U of A,35,18.9,1.9,4.9,0.384,0.9,2.5,0.352,1,1.6,0.636,0.9,2.4,0.9,1,1.9,1.5,1,0,5.7
Darion Clark,USC,32,22,2,4.7,0.433,0,0,0,1.6,2.9,0.543,1.5,1.7,1.8,3.9,5.7,0.8,0.4,0.6,5.7
Devonte' Graham,KU,29,17.8,1.6,4,0.393,0.6,1.4,0.425,1.9,2.6,0.724,1.1,1.5,0.3,1.2,1.5,2.1,0.9,0,5.7
Tyler Ulis,UK,37,23.8,1.8,4.5,0.406,0.9,2.1,0.429,1.1,1.4,0.808,1,1.5,0.4,1.4,1.8,3.6,1,0.1,5.6
Jonathan Gilling,ASU,34,20.7,1.8,4.2,0.437,1.6,3.8,0.43,0.4,0.6,0.65,1.1,1.6,0.2,2.1,2.3,1,0.3,0.1,5.6
Desi Rodriguez,SHU,31,16.6,2,4.5,0.446,0,0.4,0.083,1.6,2.7,0.602,0.8,2.3,1.7,2.8,4.5,0.5,0.8,0.3,5.6
Hunter Ware,BU,31,16.9,1.9,5.1,0.376,0.8,2.4,0.333,1,1.3,0.821,1.1,1.4,0.4,0.9,1.3,1.1,0.8,0.1,5.6
Javon McKay,TTU,28,20.2,2,4.1,0.483,0.3,1,0.286,1.4,1.8,0.745,1.4,1.7,1.2,1.8,3,1.2,0.6,0.5,5.6
Jesse Chuku,LU,30,20.1,2.1,4.9,0.432,0.9,2.6,0.354,0.4,0.9,0.464,0.9,2.2,1,2.5,3.5,0.5,0.3,0.8,5.6
Will Miller,MSMU,30,18.1,1.8,4.6,0.381,1.6,4,0.397,0.5,0.7,0.714,0.4,0.9,0.3,0.9,1.1,0.5,0.4,0.1,5.6
Tamarcio Wilson,ASU,27,17.8,2.1,5,0.425,0.4,1.4,0.297,1,1.7,0.6,1.1,1,0.4,1.6,1.9,0.9,0.5,0.1,5.6
Jeremy Morgan,UNI,35,23.5,1.8,4.3,0.424,0.9,2.7,0.333,1.1,1.5,0.731,0.5,1.8,0.8,2.3,3.1,0.9,1.1,0.5,5.6
Trey Kell,SDSU,35,20.3,1.8,5.3,0.333,0.4,1.9,0.221,1.7,2.6,0.637,1.1,0.9,0.5,2.3,2.8,1.6,0.6,0.1,5.6
T.J. Handley,UAPB,31,18,2.2,4.7,0.469,0.3,1.2,0.278,0.8,1.6,0.51,1.3,1.9,1.2,1.8,3,0.7,0.7,0.1,5.6
Tyrell Corbin,CSUB,33,22.2,1.7,4.7,0.37,0.7,2.1,0.353,1.4,1.8,0.783,1.9,1.1,0.5,1.8,2.3,2.2,0.9,0.1,5.6
Tashombe Riley,SCSU,33,18.6,2.4,5.6,0.432,0,0.1,0.25,0.7,1.2,0.632,0.9,1.5,1.4,1.7,3.1,0.5,0.5,0.4,5.6
JoJo McGlaston,USU,30,21.8,1.7,5.3,0.319,0.7,2.1,0.333,1.5,2.4,0.616,1.3,1.6,0.4,2.6,3,1.9,0.4,0.6,5.6
Derrick Wilson,MU,32,32.9,2.1,5.2,0.412,0.3,1.2,0.231,1.1,2.2,0.472,1.6,2,0.9,3,3.9,4.7,1.2,0.3,5.6
Atif Russell,PU,32,19.3,1.9,4.8,0.403,0.4,1.4,0.318,1.3,1.7,0.759,0.7,1.8,0.8,2.2,2.9,0.9,0.5,0.1,5.6
Oskar Michelsen,DAV,32,17.8,1.9,4.9,0.385,1.3,3.6,0.353,0.6,0.8,0.692,0.5,1.5,0.4,1.5,1.9,0.8,0.3,0.2,5.6
Eric Weary,U of H,31,18,1.9,5.9,0.324,1,4.2,0.246,0.7,1,0.719,0.9,1.3,1.1,2.5,3.5,0.5,0.5,0.4,5.6
Christian Hairston,ELON,33,19.3,2.2,3.6,0.619,0,0,0,1.2,1.7,0.691,1.4,2.4,1.2,2.8,3.9,0.7,0.6,0.1,5.6
Aaron Bowen,GU,33,15,2.2,4.2,0.529,0.3,0.9,0.3,0.8,1.6,0.519,1.1,1.5,0.8,1.2,2,1,0.8,0.2,5.6
Treshawn Bolden,JSU,32,20.6,2,5.4,0.362,0,0.1,0,1.6,2.7,0.598,2.3,2.5,1,2.9,3.9,0.9,0.3,0.5,5.6
Denzel Dulin,BCU,25,23.3,1.8,5,0.368,0.2,1.2,0.2,1.6,3,0.539,1.8,2.2,0.8,2.2,3.1,0.5,0.8,0.4,5.6
Jake Kretzer,AKR,34,23.8,1.7,4.2,0.399,1.3,3.4,0.368,0.9,1,0.914,0.6,2.3,1.2,2.8,4,1.1,0.8,0.1,5.6
Isaac McGlone,EKU,33,28.9,1.9,5,0.39,1.3,3.7,0.341,0.4,0.6,0.65,1.1,2.2,0.2,2,2.2,2.6,1.7,0.1,5.5
Rich Williams,MAN,33,16.2,2,5.5,0.366,1,3.2,0.318,0.5,0.7,0.652,1,2.1,0.5,0.9,1.5,0.8,0.8,0,5.5
Luke Meyer,CMU,32,15.9,2,3.2,0.631,0.2,0.6,0.368,1.2,1.6,0.769,0.8,2,0.8,2,2.8,0.4,0.3,0.5,5.5
Jimmie Taylor,UA,34,23.6,2.1,3.5,0.602,0,0,0,1.4,2.7,0.495,1.2,2.8,1.6,3.3,4.9,0.5,0.3,1.7,5.5
Ross Travis,PSU,34,24.9,2.4,5.1,0.474,0.1,0.4,0.214,0.6,1.7,0.333,1.3,2.3,2,4.2,6.3,0.8,0.6,0.1,5.5
Ben Millaud-Meunier,SFU,31,15.5,1.7,4.2,0.4,1.2,3.4,0.346,1,1.3,0.795,0.8,0.7,0.2,1.5,1.7,0.9,0.3,0.1,5.5
Brandon Parrish,TCU,33,18.7,1.9,4.8,0.4,0.7,2,0.354,0.9,1.6,0.585,0.9,1.5,0.6,1.1,1.7,0.5,0.6,0.4,5.5
Anali Okoloji,EMU,35,16.8,1.9,4.9,0.39,0.3,1.1,0.237,1.4,1.9,0.758,0.9,1.2,1.3,2.5,3.8,0.6,0.9,0.3,5.5
Ryan Frazier,BU,34,22.4,1.5,3.7,0.394,0.5,1.4,0.367,2,2.7,0.75,0.9,1.8,0.2,1.4,1.6,1.8,0.5,0.1,5.5
Omar Calhoun,UConn,28,17.3,1.9,5.1,0.378,0.9,2.7,0.342,0.7,0.9,0.769,0.9,0.8,0.4,1.1,1.6,0.7,0.5,0.1,5.5
Trey Norris,USD,33,24.3,1.8,3.8,0.465,0.3,1.1,0.306,1.6,2.2,0.732,1,2.5,0.3,1.1,1.4,2.7,0.9,0,5.5
Robert Sampson,GT,31,21.4,2,5.2,0.394,0.4,1.7,0.231,1,1.9,0.542,1.3,2.6,2.1,4.3,6.5,0.5,0.6,0.8,5.5
Clay Byrd,UNCG,27,22.6,1.7,5.3,0.322,1.6,4.9,0.323,0.5,0.6,0.867,0.7,1.5,0.1,0.7,0.8,0.8,0.3,0.1,5.5
Nate Britt,UNC,38,15.3,1.6,4.2,0.384,0.7,1.9,0.366,1.6,1.8,0.882,1,1.8,0.3,1.1,1.4,1.5,0.5,0,5.5
Jordan Cornish,UNLV,32,16.3,1.7,3.9,0.424,1.2,2.4,0.487,1,1.2,0.795,0.8,1.2,0,1.6,1.6,0.9,0.3,0.1,5.5
Ishaq Pitt,UMES,33,25.2,1.9,4.2,0.467,0,0.2,0.2,1.5,3,0.515,2.2,1.8,1.1,2.7,3.8,4.2,1.2,0.2,5.5
Mike Auger,PENN,22,19.1,1.8,3.3,0.556,0,0,0,1.8,2.4,0.769,1.7,2.8,1.3,3.1,4.4,0.5,0.3,0,5.5
Race Parsons,SUU,27,15.4,1.9,4.9,0.379,1,3.2,0.322,0.7,0.9,0.792,0.7,1.6,0.7,1.5,2.2,0.7,0.3,0.1,5.4
Dwight Coleby,UM,34,16.5,2,3.7,0.532,0,0,0,1.5,1.9,0.797,0.7,2.2,1.9,2.9,4.8,0.1,0.2,0.9,5.4
John Azzinaro,BU,34,16.6,1.8,5.3,0.333,1.3,3.5,0.375,0.6,0.8,0.769,0.7,1.7,0.3,1.3,1.6,1,0.3,0,5.4
Jamal Hunter,JSU,30,22.7,2.3,4.4,0.511,0,0,0,0.9,1.3,0.675,1.2,3.3,2,3.3,5.4,0.6,0.6,2.1,5.4
Jaden Jackson,UVU,30,17.9,1.9,5.9,0.328,0.8,2.9,0.276,0.8,1.1,0.719,0.7,1.2,0.2,1.3,1.5,1.4,0.6,0,5.4
Tadric Jackson,GT,30,15,1.8,6.7,0.274,0.5,3,0.178,1.2,2,0.617,0.6,1.2,0.5,1.2,1.7,0.9,0.1,0.1,5.4
Jonathan Fairell,MSU,35,21.3,2.2,4.1,0.545,0,0,0,1,2.2,0.447,1.4,3.2,2.9,4.1,7,0.8,0.9,0.8,5.4
Johnathan Stove,LA,36,18.7,1.9,3.9,0.496,0.2,0.7,0.292,1.3,1.7,0.787,1.2,2.3,0.8,1.3,2.1,1.8,0.4,0.3,5.4
David Skara,VAL,34,19.8,1.9,4.1,0.471,0.4,1.4,0.292,1.1,1.4,0.809,1.4,1.9,0.8,2.4,3.2,1.8,0.6,0.3,5.4
Alex Gavrilovic,TU,30,17.3,1.8,4.7,0.393,0.7,2.2,0.333,1,1.2,0.811,0.9,1.8,1.5,2.5,4,0.4,0.2,0.2,5.4
Amanze Egekeze,BEL,33,20,1.7,4.1,0.404,0.8,2.4,0.338,1.2,1.5,0.837,0.8,2,1,2.2,3.2,0.7,0.8,0.5,5.4
Ruben Guerrero,USF,28,24.2,2.2,4.8,0.474,0,0,0,0.9,1.8,0.51,1.2,1.8,2.4,2.2,4.6,0.2,0.3,1.5,5.4
Tom Vodanovich,JMU,29,22.8,2,3.8,0.541,0.1,0.6,0.125,1.2,2.1,0.6,1.3,2.6,0.9,3.1,4,0.4,0.6,0.4,5.4
Jay Johnson,MU,32,15.9,1.9,5.6,0.341,0.9,3.5,0.27,0.6,1.4,0.444,1.1,2.2,1.2,2.5,3.7,0.6,0.4,0.3,5.4
Jeff Coby,COM,27,17,1.8,4.9,0.371,0.5,1.6,0.302,1.3,1.7,0.723,1.3,2.3,1.4,2,3.3,0.5,0.2,0.7,5.4
Isaiah Johnson,AKR,34,18.4,1.9,4,0.481,0,0,0,1.5,2.7,0.559,1.3,1.9,1.5,2.6,4.1,0.9,0.4,1.1,5.4
Tre'Shaun Fletcher,CU,34,18.3,1.9,4.2,0.455,0.6,1.4,0.458,0.9,1.2,0.714,1.2,1.4,0.8,1.7,2.5,1,0.3,0.1,5.4
Romelo Banks,UNF,35,16.9,2,4.3,0.477,0,0,0,1.3,2.3,0.549,0.9,2.5,1.1,1.7,2.8,0.2,0.1,0.5,5.3
Freddie Wilson,DREX,30,21.2,1.8,5.3,0.331,1,3.3,0.303,0.8,1.3,0.615,1.2,1.5,0.1,1.4,1.5,1.5,0.6,0.1,5.3
Obi Enechionyia,TEM,34,18.7,1.9,4.3,0.449,0.4,1.3,0.279,1.1,1.4,0.787,0.5,2.4,1.3,2.3,3.6,0.4,0.3,1.3,5.3
Edward Alade,USNA,32,19,2.3,3.9,0.589,0,0,0,0.8,1.2,0.632,1.1,2.2,1.2,2.2,3.4,0.8,0.1,0.5,5.3
Tre Hale-Edmerson,CSUN,33,31.6,2.3,5.1,0.461,0.3,1,0.324,0.3,0.4,0.714,1.9,3.5,0.6,4.7,5.3,2.5,1.2,1.3,5.3
Dwayne Morgan,UNLV,33,17,2,5.2,0.384,0.2,0.5,0.353,1.1,1.6,0.712,1,2.7,1.2,1.7,3,0.4,0.6,0.3,5.3
Bernard Morena,KENN,31,16.1,1.9,4,0.484,0.1,0.3,0.4,1.3,2.2,0.58,1.2,2.6,1.5,2.4,3.9,0.4,0.3,0.7,5.3
Justin Colvin,AAMU,28,18,1.7,4.9,0.348,0.9,3,0.294,1,1.5,0.628,1,1.8,0.4,1.3,1.8,1.1,0.5,0.1,5.3
Austin Lewis,MSU,29,18.9,2.2,3.8,0.568,0,0,0,0.9,1.5,0.628,0.7,2.6,1.9,2.4,4.3,0.1,0.1,2.2,5.3
Maliik Love,POLY,29,28.2,2.2,5,0.438,0.1,0.3,0.333,0.8,1.6,0.511,1.7,1.7,1.7,2,3.7,2.7,0.8,0.2,5.3
"James Ford, Jr.",QU,29,17.8,1.6,4.8,0.329,1.1,3.1,0.344,1,1.3,0.811,0.8,2,0.7,1.8,2.5,1.1,0.3,0.1,5.3
Juwan Major,SUU,29,21.4,2,3.8,0.532,0.1,0.5,0.214,1.1,1.9,0.593,1.7,2.5,0.4,1.4,1.9,1.3,0.4,0.2,5.3
Amar Stukes,LU,33,22.3,1.9,4.3,0.448,0,0.4,0.077,1.4,2.1,0.643,1.2,1.7,0.4,1,1.4,1.3,0.9,0,5.3
Eric Truog,MAR,31,24.9,2.2,4.4,0.507,0.3,0.9,0.321,0.5,1.2,0.421,1.3,3.2,1.7,3.9,5.6,1.5,0.8,0.7,5.3
Chris Kading,NDSU,31,26,2.1,4.4,0.481,0.3,1.4,0.227,0.7,1.5,0.5,0.4,2.4,1.7,2.2,3.9,0.4,0.4,1.5,5.3
Greg Lewis,RU,32,23.8,1.8,3.9,0.472,0,0,0,1.6,2.4,0.641,1.4,2.9,1.4,3,4.5,0.9,0.6,0.9,5.2
Jaylon Brown,UE,36,19.3,1.9,3.9,0.472,0.2,0.7,0.36,1.3,1.7,0.767,1.3,2.1,0.2,1.7,1.9,2.4,0.7,0.1,5.2
Dustin Clarke,ASU,29,19.7,1.9,5.7,0.325,0.9,3.3,0.274,0.6,0.9,0.72,0.7,0.9,1.1,2.5,3.6,1,0.5,0.1,5.2
Malik Martin,USC,29,17.9,2.2,4.3,0.524,0.2,0.8,0.273,0.6,1.5,0.364,1.5,2.2,1.3,2.3,3.6,0.4,0.4,0.8,5.2
Trevor Berkeley,DU,31,20.1,2,3.6,0.554,0.4,0.8,0.48,0.8,1.2,0.722,1.2,2.3,0.8,1.9,2.8,0.6,0.4,0.5,5.2
Jared Sam,SUBR,33,20.8,1.8,3.3,0.546,0,0.1,0,1.6,2.6,0.635,0.9,2.5,1.9,3.5,5.4,0.3,1,0.7,5.2
Darrion Allen,LONG,33,20.8,1.8,4.8,0.367,0.5,1.7,0.291,1.2,1.6,0.741,1.1,1.9,1,1.2,2.2,0.9,0.7,0.4,5.2
