Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
"Cedric Council, Jr.",CSU,33,25.2,2.2,5.5,0.388,0.5,1.8,0.254,1.2,2.1,0.551,1.5,2.7,1.6,4.2,5.8,0.6,0.6,1.1,5.9
Ugo Obineke,KENN,28,16,2.6,6.2,0.411,0.1,0.8,0.143,0.6,1.1,0.581,1,1.5,1,1,2,0.5,0.2,0.2,5.9
Ehab Amin,UO,37,17.9,2.1,5.6,0.374,0.9,2.8,0.317,0.8,1.3,0.646,1,1.9,0.6,2.5,3.1,1.2,1.5,0.1,5.9
Torry Johnson,WF,26,21.7,1.6,4.3,0.372,0.5,1.6,0.341,2.1,2.7,0.775,1.7,2,0.2,1.6,1.8,1.4,0.6,0,5.9
J.P. Moorman,TEM,33,23.2,2.1,4.8,0.446,1,2.5,0.41,0.6,0.9,0.69,0.6,2.5,1,3.2,4.2,1.7,0.7,0.3,5.9
Brandon Mahan,TAMU,32,22.5,1.9,4.9,0.395,1.3,3.5,0.384,0.7,1.1,0.618,0.7,1.7,0.6,2.2,2.8,0.7,0.6,0.2,5.9
D.J. Jones,FAMU,31,23.2,2.6,6.7,0.389,0,0.2,0,0.6,1.2,0.541,1.1,3.1,1,2.9,3.9,0.7,0.7,1.2,5.9
Anthony Roberts,KSU,31,17.6,2.3,5.5,0.426,0.6,2.3,0.286,0.6,0.8,0.72,1.2,2.2,0.4,1.2,1.6,1.3,0.8,0,5.9
Louie Pillari,MU,31,16.1,2,5.5,0.36,0.5,2.5,0.192,1.4,1.7,0.811,1.2,1.2,0.3,1.4,1.7,0.9,0.3,0.1,5.9
Taeshon Cherry,ASU,30,17.4,2.1,5.4,0.391,1.3,3.9,0.345,0.3,0.5,0.714,0.5,2.3,0.5,2.1,2.6,0.3,0.6,0.2,5.9
Mike Parks,UM,35,15.2,2.5,4.1,0.6,0,0.3,0.111,0.9,1.6,0.536,1.2,2.2,1.5,1.7,3.1,0.2,0.3,0.6,5.9
Jabriel Allen,ASU,28,22.6,1.8,6.1,0.288,1.1,4.2,0.263,1.2,1.5,0.814,1.9,1.9,0.4,1.3,1.7,1.1,0.5,0.1,5.9
Marque Maultsby,UNH,27,21,2.3,7.1,0.319,0.6,2.2,0.283,0.7,0.9,0.792,1.7,2.4,0.6,2.3,2.9,1.7,0.7,0.1,5.9
Malik Ellison,PITT,31,21,2.2,5,0.445,0.1,0.5,0.188,1.3,2.4,0.541,1.6,2.2,1.2,2.6,3.8,1.2,0.6,0.3,5.8
Nathan Bain,SFA,30,27,2.3,4.7,0.479,0.5,1.3,0.359,0.8,1.4,0.61,1.6,3,1.3,2.7,4,1.4,1.2,0.4,5.8
Skyelar Potter,WRST,35,16.7,1.9,4.9,0.38,0.7,2.4,0.313,1.4,2,0.696,1.1,1.4,1.1,2.7,3.8,0.6,0.3,0,5.8
Jared Printy,WMY,29,24,2,5.3,0.374,1.3,4.1,0.331,0.5,0.7,0.7,0.8,1.4,0.3,1.3,1.6,0.9,0.3,0.4,5.8
Ricky Council,UMBC,34,15.1,1.8,4.6,0.392,1.4,3.7,0.376,0.8,0.9,0.871,0.4,0.8,0.4,1,1.4,0.5,0.4,0.2,5.8
Kasheem Thomas,CSU,28,23.2,1.8,4.6,0.398,0.9,2.2,0.413,1.2,1.7,0.745,1.5,1.9,0.2,2.7,2.9,2.9,0.6,0,5.8
Dee Barnes,MSMU,27,16.2,2.1,5,0.422,1.1,3,0.362,0.5,1.2,0.438,1,2,0.4,1.1,1.6,0.3,0.3,0.4,5.8
Marcus Hammond,NU,32,19.4,1.8,3.8,0.48,1.1,2.2,0.522,1,1.2,0.842,0.8,1.3,0.5,1.6,2,1.3,0.4,0.1,5.8
Elston Jones,UCI,37,19.8,2.5,4.9,0.511,0,0,0,0.8,1.6,0.525,1.2,2.5,1.9,4.9,6.8,0.9,0.4,1.5,5.8
Manny Dixon,SPC,26,26,2,4.6,0.425,0.7,2,0.34,1.2,1.3,0.886,1,2.6,0.8,1.7,2.5,0.5,0.8,0.2,5.8
Jeremiah Bailey,PAC,31,20.4,1.9,5,0.378,1.1,2.8,0.398,0.9,1.2,0.73,1.3,2.2,0.5,2.4,3,0.5,0.7,0.1,5.8
Aher Uguak,L-IL,34,25.1,2,4,0.504,0.1,0.6,0.2,1.7,2.4,0.687,1.4,2.1,1,2.5,3.5,1,0.9,0.2,5.8
Reggie Garnder,NCCU,33,17.2,1.9,5.8,0.337,1.2,3.9,0.308,0.7,1,0.676,1.2,1.2,0.4,0.6,0.9,1.4,0.3,0.1,5.8
Aaryn Rai,DART,28,20.3,2.1,4.8,0.444,0.4,1.4,0.3,1.1,1.4,0.842,1.2,1.5,1.1,3.5,4.6,0.8,0.6,0.4,5.8
Jordan McCabe,WVU,35,18.5,1.9,5.9,0.322,1.3,3.7,0.338,0.7,1,0.743,1.4,1.4,0.4,1.2,1.6,2.5,0.9,0,5.8
Brandon Younger,CHAR,25,23.5,2,5.6,0.364,0.7,2.2,0.327,1,1.2,0.8,1.2,1.9,0.5,2.7,3.2,0.8,0.6,0.5,5.8
Aidan Saunders,ORU,32,17.4,2,5.8,0.341,0.4,1.5,0.271,1.4,2.1,0.672,1.3,1,0.4,1.3,1.7,1.1,0.6,0.2,5.8
Deshon Parker,JMU,33,29.1,1.9,4.8,0.388,1,2.5,0.398,1,1.6,0.593,1.2,1.8,0.6,1.7,2.3,3,1.1,0.2,5.7
Christion Thompson,URI,33,26,1.7,5.1,0.327,0.8,3.2,0.255,1.6,2.2,0.712,0.9,2.8,1.1,2.5,3.5,1.3,1.3,0.6,5.7
Nelson Kaputo,STBN,31,20.2,2,5.3,0.387,1.2,3.3,0.356,0.5,0.6,0.833,1.1,1.5,0.2,1.9,2.1,1.4,0.6,0,5.7
Cooper Kaifes,L-IL,34,21.9,1.9,3.9,0.481,1.6,3.4,0.465,0.4,0.5,0.812,0.9,1.2,0.1,1.3,1.3,1.4,0.5,0.1,5.7
Juwan Durham,ND,27,15.3,2.3,3.9,0.575,0,0,0,1.2,1.7,0.696,0.7,2.1,1.4,2.5,3.9,0.4,0.4,2.3,5.7
Greg Malinowski,GU,33,15.7,1.8,4,0.444,1.1,2.8,0.387,1,1.3,0.773,1.1,1.3,0.5,2.7,3.2,2,0.4,0,5.7
Kipper Nichols,U of I,33,18.2,2.3,5.4,0.427,0.4,1.9,0.219,0.7,1.2,0.579,0.8,2.5,0.8,2,2.8,1.1,0.6,0.3,5.7
Michael Buckland,LIP,36,26.5,1.9,4.4,0.44,1,2.6,0.376,0.8,1.1,0.732,1,2.2,0.2,2.6,2.8,2.3,0.8,0.4,5.7
Kaleb Hunter,UNCG,36,16.8,2.1,4.4,0.469,0.5,1.5,0.358,1,1.4,0.72,0.8,0.9,0.6,1.6,2.2,0.7,0.6,0.2,5.7
Dennis Tunstall,TU,32,26.7,2.4,4.3,0.554,0.1,0.2,0.4,0.8,1.3,0.619,0.6,2.6,2.9,4.8,7.7,0.5,0.6,1,5.7
Tykei Greene,MAN,32,19.7,1.9,6,0.316,0.7,2.6,0.25,1.2,2.1,0.574,1.8,1.6,0.9,2.4,3.3,0.5,0.5,0.1,5.7
T.J. Lang,USF,35,20,1.7,5,0.343,1.3,3.8,0.331,1,1.3,0.745,0.7,1.7,0.6,1.6,2.1,0.7,0.4,0.1,5.7
Lawson Korita,TU,31,23.5,1.9,5.1,0.373,0.9,3,0.301,1,1.5,0.652,0.6,0.7,0.5,2.3,2.8,1.5,0.6,0,5.7
Greg Lee,CSUB,34,15,2.4,5.3,0.456,0.5,1.5,0.32,0.4,0.5,0.812,1.4,2.9,1.1,2.1,3.3,0.9,0.1,0.2,5.7
Mubarak Muhammed,LTU,33,18.5,2.4,4.9,0.488,0.3,0.8,0.385,0.6,1.3,0.432,1,2.2,2.3,3,5.2,0.4,0.6,0.7,5.7
Terrell Brown,PITT,33,19,2.1,4.7,0.436,0.1,0.4,0.231,1.5,2.2,0.658,1.1,2.1,1.7,2.9,4.5,0.2,0.2,1.8,5.7
Fausto Pichardo,ASU,30,18.5,2.2,3.4,0.647,0,0,1,1.2,2.4,0.521,1.7,2.8,1.6,2.1,3.7,0.5,0.6,0.9,5.7
Braxton Key,UVA,38,19.8,1.9,4.5,0.433,0.5,1.6,0.305,1.3,1.8,0.731,0.7,1.7,1.3,3.9,5.3,1,0.9,0.6,5.7
Michael Durr,USF,38,21.3,2.1,4,0.51,0,0,0,1.6,2.9,0.536,1.4,2.7,2,4.1,6.2,0.4,0.3,1.2,5.7
Koch Bar,BU,35,17.8,1.9,3.6,0.528,0,0,0,1.8,2.5,0.736,1.5,1.8,1.8,2.6,4.3,0.5,0.4,0.8,5.7
Yannis Mendy,RMU,35,17.1,2.3,4,0.567,0,0,0,1.1,1.5,0.745,1.2,2.3,1.7,2.2,3.9,0.6,0.4,0.1,5.7
Luuk van Bree,BU,32,18.4,2.1,5.1,0.42,0.8,2.4,0.355,0.6,0.7,0.783,0.5,1.6,1.2,2.8,4,0.5,0.3,0.4,5.7
Jaylen Sims,UNCW,32,18.9,1.7,4.3,0.399,0.9,2.6,0.349,1.3,1.8,0.724,0.8,1.5,1,2,3,0.9,0.4,0.2,5.7
Josh McNair,UWGB,34,16.3,2.4,3.9,0.604,0,0.1,0,0.9,1.5,0.577,0.9,2.1,1.6,1.9,3.5,1.1,0.7,0.5,5.6
John Emezie,USMA,31,17.5,1.8,4.2,0.431,1,2.7,0.365,1,1.5,0.681,0.8,1.7,0.4,1.4,1.8,1,0.9,0.3,5.6
Maka Ellis,COM,25,16.5,2.1,4.6,0.465,0.9,2.1,0.415,0.5,0.6,0.929,1,0.9,0.4,1.8,2.2,1,0.5,0,5.6
Montell McRae,UB,36,16.1,2,3.7,0.545,0.8,2.1,0.355,0.8,1.2,0.682,0.6,2.3,1.1,2.3,3.4,0.5,0.3,0.3,5.6
Ed Morrow,MU,33,15.1,2.4,4.1,0.588,0,0,0,0.8,1.3,0.619,1.3,2.1,1.9,2.6,4.5,0.4,0.5,0.6,5.6
Jose Placer,UMBC,33,16.5,2.1,4.4,0.483,0.6,2,0.318,0.8,0.9,0.806,1.1,1.6,0.2,1.1,1.3,1.5,0.4,0,5.6
Atem Bior,UTSA,32,20.7,2.1,4.3,0.482,0,0.2,0,1.4,2,0.719,1.7,2.1,1.3,3.7,5,0.5,0.5,0.4,5.6
Curtis Haywood II,GT,29,21.7,1.9,5.4,0.357,1.1,4,0.276,0.7,0.9,0.76,1.4,1.4,0.2,2.4,2.7,2,1.2,0.1,5.6
Akiean Frederick,KSU,31,18.8,2.3,4.2,0.558,0.1,0.5,0.176,0.9,1.1,0.771,0.7,2.5,1.9,2,3.9,0.7,0.6,0.5,5.6
Ebube Ebube,MAN,31,21.9,2.3,5.1,0.447,0.5,1.7,0.321,0.5,1.1,0.441,1.2,2.7,2.2,2.5,4.8,0.8,0.6,0.5,5.6
Elijah Mitrou-Long,UT,36,17.9,2,5.8,0.338,0.9,2.9,0.32,0.8,1.2,0.614,0.8,0.9,0.1,2.1,2.2,1.6,0.8,0.1,5.6
Dane Kuiper,UNM,28,23.6,2,5.8,0.352,0.9,3.4,0.253,0.7,0.9,0.76,1.1,2,0.3,2.1,2.5,1.6,0.9,0.2,5.6
Mawdo Sallah,RU,33,18.9,2.4,4.6,0.53,0,0,0,0.8,1.2,0.625,0.8,2.5,1.7,2.4,4.2,0.4,0.2,1,5.6
Myles Thompson,SFU,33,15.1,2.1,5,0.421,0.4,1.6,0.245,1,1.6,0.654,0.8,1.6,1.2,2.2,3.4,0.4,0.3,0.2,5.6
Jarrod West,MU,37,28.6,1.8,5.5,0.322,1.2,3.7,0.333,0.8,1.1,0.725,1.2,2.1,0.4,2.3,2.6,1.6,2.2,0,5.6
Nehemiah Mack,MAN,32,25.1,1.7,4.2,0.403,0.8,2.2,0.375,1.4,1.6,0.863,1.5,2.2,0.3,1.3,1.7,2.7,1.1,0,5.6
Will Jackson,UGA,32,23.8,1.8,5.2,0.341,1.2,3.8,0.314,0.8,1.1,0.794,1.3,1.7,0.5,1.3,1.8,2.1,0.6,0.2,5.6
Marcus Sheffield,SU,27,16,1.9,4.7,0.402,1.1,3.1,0.357,0.7,0.8,0.864,0.7,1.2,0.3,1,1.2,0.6,0.5,0.1,5.6
Nathan Mensah,SDSU,34,18.9,2.1,3.9,0.541,0,0,0,1.4,1.9,0.708,0.6,2.8,2.4,3.1,5.5,0.6,0.3,1.1,5.6
Adrio Bailey,U of A,34,18.6,2.2,5,0.444,0.1,0.4,0.167,1.1,1.7,0.632,0.8,2.6,0.8,2.1,2.9,0.7,0.7,0.7,5.6
"Antonio Cowart, Jr.",OU,31,26.2,2.1,5.6,0.37,1,3.4,0.288,0.5,0.7,0.682,1.9,2,0.6,2.7,3.4,1.7,0.8,0.1,5.6
Javier Langarica,GW,33,21.9,2.1,5.5,0.377,0.2,1.1,0.143,1.2,1.6,0.788,1.3,2.8,1.6,3.8,5.3,0.7,0.5,1.1,5.6
Malik Miller,MSU,28,15.6,2.1,4.6,0.454,0.1,0.5,0.231,1.2,2,0.625,1.5,2.1,1.8,1.9,3.7,0.9,1,0.3,5.6
Lachlan Anderson,EKU,30,16,2,4.7,0.433,0.4,1.9,0.211,1.1,1.7,0.647,1.3,1.3,1.6,2.5,4.1,0.4,0.8,0.4,5.6
Devin Liggeons,WC,30,23.7,1.7,5,0.349,0.6,2.3,0.257,1.5,2,0.75,1.6,1.8,1.4,3,4.4,1,0.8,0.2,5.6
Jairus Hamilton,BC,30,20.9,2,4.9,0.401,0.7,2.2,0.299,1,1.5,0.644,1.7,2,1.1,2.9,4,0.8,0.3,0.2,5.6
Hunter Seacat,ASU,32,18.2,2.2,4,0.559,0,0,0,1.1,1.8,0.643,1.2,2.2,1.3,2.3,3.7,1.2,0.4,0.7,5.6
Daylen Kountz,CU,36,17.1,2,4.6,0.433,0.4,1.4,0.308,1.2,1.8,0.646,1.1,1.3,0.1,1.3,1.4,1.3,0.4,0.1,5.6
Patrick Benzan,HC,31,25.5,2.2,5.1,0.43,0.3,0.7,0.391,0.9,1.3,0.675,0.8,1.5,0.6,1.6,2.3,2.6,1.2,0,5.5
Canberk Kus,ASU,24,16.3,1.9,5.2,0.371,0.6,2.2,0.278,1.1,1.3,0.839,1.4,2.1,0.5,1.9,2.5,1,0.8,0.7,5.5
Tyler Creammer,VMI,30,18.4,1.9,4.2,0.444,0.2,0.8,0.25,1.6,2.4,0.676,1.2,2.2,1.4,4,5.4,0.7,0.2,0.5,5.5
Cody Riley,UCLA,30,17.5,2.1,4.4,0.474,0.2,0.7,0.3,1.1,2.2,0.523,1.4,2.3,0.9,3.2,4.1,0.7,0.3,0.4,5.5
Gabriel Gyamfi,UMES,32,24.5,2,3.4,0.602,0.1,0.2,0.375,1.4,1.9,0.721,1.6,2.4,1.9,3.2,5.1,1,0.4,0.3,5.5
Amidou Bamba,CCU,34,16.4,2.4,4.6,0.522,0,0,0,0.7,1.6,0.429,1.1,2.2,1.4,2.4,3.8,0.4,0.2,0.6,5.5
Nate Fowler,BU,33,18.5,2.1,4.5,0.453,0.5,1.4,0.319,0.9,1.4,0.674,0.9,2.5,1.8,1.8,3.7,1.1,0.3,0.2,5.5
Tyree White,ULM,35,19.1,1.9,3.6,0.54,0.5,1.4,0.396,1.1,1.7,0.644,0.7,2.9,1.2,1.9,3.1,0.7,0.5,0.8,5.5
Theo John,MU,34,19.6,2.1,3.5,0.602,0,0,0,1.3,2.6,0.506,1.1,3.6,1.8,3,4.9,0.5,0.3,2.1,5.5
Robert Woodard II,MSU,34,17.5,2.1,4.6,0.468,0.4,1.3,0.273,0.9,1.5,0.58,0.6,1.1,1.4,2.7,4.1,0.7,0.5,0.5,5.5
Marc Gosselin,WCU,32,20.2,2,4,0.492,0.6,1.6,0.365,1,1.3,0.721,1.6,2.2,1.4,3.2,4.7,1.2,0.4,0.3,5.5
Abel Porter,USU,34,21.9,1.6,3.9,0.42,0.9,2.2,0.405,1.4,1.9,0.712,1.4,2.1,0.1,2.2,2.3,2.8,0.6,0.1,5.5
Philip McKenzie,HBU,30,20.3,2,4,0.488,0.1,0.7,0.15,1.5,2.1,0.688,1,2,2.5,1.6,4.1,0.7,0.5,0.1,5.5
Caleb McConnell,RU,31,15.5,1.7,4.2,0.415,0.6,1.8,0.357,1.4,1.7,0.792,1.2,1.3,0.5,2,2.5,1,0.8,0.1,5.5
Geno West,U of I,27,18.5,1.9,4.7,0.394,0.8,2.5,0.324,1,1.3,0.765,1.6,1.3,0.1,1.5,1.6,1.7,0.8,0,5.5
Kyler Edwards,TTU,38,17.8,1.9,4.5,0.413,0.8,1.8,0.449,0.9,1.4,0.66,0.9,1.5,0.3,2,2.2,1.1,0.6,0.2,5.5
Grady Eifert,PU,36,25.5,1.8,3.5,0.528,1,2.2,0.438,0.8,1.2,0.698,0.5,2.1,2,3.2,5.2,1.6,0.9,0.1,5.5
Abdulai Bundu,QU,31,21,2.1,3.5,0.617,0,0,0,1.2,1.9,0.617,1,2.5,2.4,3.2,5.6,0.4,0.5,0.7,5.5
Terion Moss,UM,29,26.7,1.8,5.7,0.315,1,3.8,0.27,0.8,1.6,0.533,1.2,1.9,0.7,1.9,2.6,1.7,1.3,0,5.4
Damon Wilson,GSU,34,19.9,2,3.9,0.511,0.7,1.4,0.469,0.8,1.4,0.583,1,2.1,0.2,3,3.2,1.3,0.9,0.1,5.4
Carter Collins,DAV,34,22.8,1.9,4.1,0.471,0.7,2,0.368,0.8,1.1,0.718,0.8,2.1,0.8,2.8,3.6,0.8,0.7,0.1,5.4
"Emmitt Matthews, Jr.",WVU,32,16.5,1.9,4.7,0.409,0.4,1.8,0.241,1.2,1.5,0.809,0.9,0.9,1.5,1.6,3.1,0.6,0.5,0.2,5.4
Kris Wooten,ELON,32,20.3,2,5.4,0.37,1.3,4,0.339,0.1,0.2,0.5,0.8,0.7,0.3,1.4,1.7,1.2,0.3,0.2,5.4
Malachi Smith,WRST,35,15.1,1.9,4.4,0.435,0.2,0.8,0.222,1.4,1.7,0.82,1,1.5,1.1,1.8,2.9,1.7,0.8,0.1,5.4
Clayton Henry,NMSU,35,15.1,1.9,4.7,0.411,1.2,3.5,0.339,0.4,0.6,0.667,0.6,1,1,2.3,3.2,0.7,0.2,0.1,5.4
Darius Perry,U of L,33,16.3,1.8,4,0.447,0.8,2.2,0.375,1,1.3,0.81,1.2,2,0.2,1.2,1.4,1.5,0.4,0,5.4
Tavon King,UNA,32,17.6,1.7,4.2,0.403,0.5,1.7,0.273,1.6,2.4,0.658,1.1,2,0.3,0.8,1,0.9,0.6,0.1,5.4
Kevin Marfo,QU,25,18.5,1.6,3.3,0.488,0,0,0,2.2,3.5,0.632,0.6,2.6,2.6,4.9,7.5,0.9,0.2,0.5,5.4
Devon Brewer,ASU,30,21,2.1,4.4,0.481,0,0,0,1.2,2.3,0.514,1.2,2.4,1.4,3.3,4.7,0.8,0.5,1.2,5.4
Tim Rowe,USM,30,16.2,2.2,4.1,0.545,0.3,0.8,0.348,0.7,1,0.667,1.2,2.7,0.4,2.2,2.6,0.5,0.2,0.5,5.4
Zep Jasper,C of C,33,25.3,1.7,4.2,0.396,1.1,2.7,0.4,1,1.3,0.762,0.8,1.8,0.4,1.8,2.2,1.3,0.7,0,5.4
Isaiah Moll,UVM,33,17.5,2.2,5.6,0.395,0.4,2,0.197,0.6,1,0.559,1.4,1,0.7,2.3,2.9,1,0.4,0.1,5.4
Chase Harler,WVU,36,22.3,2,5.1,0.39,1.1,3.2,0.328,0.4,0.5,0.737,0.7,1.6,0.2,0.9,1.2,1.2,0.3,0.3,5.4
Ahmad Frost,UMES,31,20.3,2,5.7,0.352,1,3.1,0.316,0.4,0.9,0.481,1.2,2,0.8,1.8,2.6,1.1,0.5,0,5.4
Reggie Chaney,U of A,34,16.3,2.4,4.4,0.553,0,0,0,0.5,1,0.515,1.4,2.4,1.2,2.3,3.5,0.7,0.6,1.3,5.4
Lorenzo Edwards,SJU,29,17.4,1.9,4.7,0.394,0.8,2.7,0.308,0.8,1,0.828,0.6,2.2,0.7,2.8,3.5,0.6,0.4,0.9,5.4
Bobby Moorehead,UM,35,29.5,1.9,5.3,0.353,1.2,3.9,0.311,0.4,0.7,0.609,0.9,2.4,0.8,4.4,5.2,1.6,0.7,0.8,5.4
Pat Dembley,BSU,30,16.9,1.9,5.7,0.331,0.9,3.3,0.263,0.7,1,0.677,2,1.9,0.3,1.7,2,1.5,0.9,0,5.4
Garrett Sturtz,DU,31,18.2,1.8,3.5,0.533,0.2,0.7,0.304,1.5,1.8,0.804,1,1.6,0.5,2.1,2.6,1.1,0.7,0.1,5.4
Tony Lewis,TAMU-CC,31,15.4,2.2,5.3,0.418,0.1,0.7,0.095,0.8,1.4,0.619,1.8,1.8,1.2,2.9,4.1,0.7,0.3,0.5,5.4
Tyreek Scott-Grayson,UAB,34,17.2,1.8,4.5,0.405,0.7,2.1,0.338,1,1.3,0.773,1.3,1.5,0.5,1.9,2.4,1.1,0.6,0.3,5.4
Alex Floresca,USD,35,19.5,1.9,3.6,0.528,0.2,0.9,0.267,1.3,2,0.643,1.1,2.7,0.9,2.3,3.2,1.3,0.4,0.3,5.3
Houston King,EKU,27,17.4,1.7,4.5,0.388,1.2,2.8,0.427,0.7,0.9,0.75,0.9,1.9,0.6,1.2,1.8,0.7,0.7,0,5.3
Jake Babic,TAMU-CC,31,19.1,1.9,5.2,0.362,1.1,3.4,0.333,0.5,0.6,0.7,0.9,1.5,0.4,2.3,2.6,1.4,0.5,0.3,5.3
Nygal Russell,SEMO,31,16.1,1.7,4.7,0.361,0.5,1.7,0.302,1.4,2,0.694,1.3,1.9,0.4,2.2,2.6,1.4,0.4,0.1,5.3
Nick Rutherford,MU,35,24.7,1.8,4.7,0.378,0.3,1.1,0.237,1.5,1.9,0.779,2,2,0.5,4.1,4.6,2.3,1.7,0.4,5.3
Sam Waardenburg,UM,32,24.9,1.8,4.2,0.418,0.6,1.7,0.352,1.2,1.6,0.75,1.2,2.2,1.1,2.4,3.5,1.2,0.5,0.3,5.3
Dominik Olejniczak,UM,33,18.3,2.2,3.8,0.575,0,0,0,0.9,1.2,0.763,1,2.5,1.2,1.8,3,0.7,0.5,0.9,5.3
Nana Opoku,MSMU,30,23.3,1.8,4.2,0.421,0.4,1.6,0.224,1.4,1.9,0.737,1.5,2.2,1.1,2.6,3.7,0.5,0.3,1.6,5.3
Dontelius Ross,JSU,30,30,1.4,5.4,0.259,0.9,3.9,0.233,1.6,2,0.8,2.1,2.4,0.4,2.4,2.8,3.1,0.9,0.1,5.3
Duncan LeXander,CSU,34,16.5,1.9,5.1,0.374,1.1,3.3,0.342,0.4,0.7,0.5,1.1,1.8,1.4,2,3.4,0.7,0.7,0.1,5.3
Garrison Goode,UCD,31,26.1,1.9,3.2,0.586,0,0,0,1.5,2.2,0.696,1.2,2.7,1.7,1.6,3.3,1,0.8,0.6,5.3
Marques Bolden,DUKE,35,19,1.9,3.3,0.579,0,0.2,0,1.5,2.1,0.726,0.7,2.1,1.9,2.5,4.5,0.5,0.5,1.7,5.3
Zach Chappell,SJSU,29,17.6,1.6,5,0.326,0.6,2.2,0.277,1.4,1.9,0.732,1.3,1.4,0.2,1.5,1.8,2.2,0.7,0,5.3
Freddie Gillespie,BU,26,18.3,2.3,3.5,0.652,0,0,0,0.7,1.2,0.531,1,2.7,2.1,2.3,4.4,0.3,0.7,1.1,5.3
Damarion Geter,LONG,30,25.3,2,4.2,0.465,0.4,1,0.355,1,2,0.492,1.3,2.2,1.5,3.8,5.2,1.3,0.9,0.7,5.3
Desi Sills,U of A,34,16.9,1.6,3.7,0.44,0.9,1.9,0.46,1.2,1.7,0.702,1.6,2,0.4,0.9,1.3,1.7,0.6,0,5.3
Travis Atson,QU,31,18.3,1.7,5.1,0.34,0.8,2.8,0.291,1,1.4,0.698,1.3,1.5,0.8,2.5,3.4,0.9,0.6,0.1,5.3
Kai Edwards,UNC,32,20.1,2.3,3,0.76,0,0,0,0.7,1.3,0.537,0.7,3.3,2.1,3.7,5.8,0.7,0.2,0.3,5.2
JaQualis Matlock,EIU,31,22.6,2.1,5,0.426,0.3,0.7,0.391,0.7,1.4,0.5,0.8,2.6,1.9,2.9,4.8,1.4,0.8,0.6,5.2
Evan Wiley,AAMU,31,19.1,2,5.3,0.378,0.9,2.7,0.349,0.3,0.4,0.75,0.9,1.9,0.8,1.6,2.4,0.8,0.6,0.1,5.2
Mark Carbone,UNH,27,15.7,1.7,4.4,0.395,1.1,2.9,0.392,0.6,0.7,0.842,1.1,1.7,0.2,2,2.1,1,0.1,0.1,5.2
A.J. Banks,UW,32,23.8,1.8,3.5,0.504,0.3,1.1,0.324,1.3,1.8,0.737,1.6,1.4,0.3,2.6,2.9,1.5,0.9,0.4,5.2
David Singleton,UCLA,32,17.5,1.7,3.7,0.449,1.1,2.3,0.467,0.8,1.2,0.684,0.4,1,0.1,1.1,1.2,1,0.5,0.2,5.2
Immanuel Quickley,UK,37,18.5,1.5,4,0.372,0.8,2.4,0.345,1.4,1.7,0.828,0.9,1.2,0.1,1.7,1.8,1.2,0.4,0,5.2
Ian Boyd,GMU,31,16.1,1.8,4.1,0.445,0.8,2.5,0.338,0.7,1.1,0.636,0.9,1.8,0.5,1.6,2.1,0.6,0.5,0,5.2
Edwin Jeudy,LU,28,16.6,1.9,4.6,0.408,0.5,1.6,0.311,0.9,1.4,0.658,1,2.5,1.2,2.5,3.7,0.6,0.5,0.1,5.2
Deng Riak,AKR,30,23.9,1.9,4.5,0.433,0.2,0.7,0.318,1.1,1.7,0.615,1.6,2.9,1.7,4,5.7,0.5,0.3,1,5.2
Calvin Wishart,GSU,30,18,1.6,4.4,0.356,1.1,3.3,0.343,0.9,1.3,0.675,1.4,2.1,0.3,1.5,1.8,1.3,0.9,0,5.2
Elijah Joiner,TU,32,22.9,1.5,4.1,0.366,0.7,2.2,0.329,1.4,2.1,0.687,1,2.1,0.1,2.9,3,2,0.7,0.1,5.2
Elijah McCadden,GSU,32,21.9,2.1,4.2,0.493,0.2,0.8,0.222,0.8,1.4,0.543,2,2.2,0.4,2.2,2.6,1.2,0.7,0.2,5.2
Gligorije Rakocevic,OSU,26,15.2,2.1,3.5,0.593,0,0.2,0.2,1,1.3,0.714,0.6,2.1,1.3,1.5,2.8,0.1,0.2,0.4,5.2
Jonas Harper,BU,33,15.2,1.9,4,0.477,1,2.2,0.466,0.3,0.4,0.769,0.9,1.5,0.4,1.1,1.4,0.5,0.7,0.1,5.2
Kamani Johnson,UALR,27,19.2,2,3.6,0.552,0,0,0,1.2,2.4,0.508,1.5,3.1,1.9,2.9,4.8,1.4,0.5,0.5,5.1
Job Alexander,POLY,27,19.7,2.1,4.8,0.438,0,0.3,0,0.9,1.9,0.49,1.4,1.5,0.7,1.3,2,1.5,0.6,0.1,5.1
Elijah Weaver,USC,28,20.5,1.9,4.5,0.421,0.8,2.2,0.355,0.6,0.8,0.762,1.7,1.5,0.4,1.3,1.7,2.4,0.6,0.1,5.1
Zach Radz,SHU,29,15.1,1.9,4.1,0.466,0.6,1.7,0.327,0.8,1.1,0.719,1,1.1,0.3,1.7,2,0.7,0.2,0,5.1
Laquarious Paige,LU,15,17,1.9,5.5,0.341,0.9,3.5,0.269,0.5,0.7,0.7,1.5,2.1,0.3,1.3,1.5,0.9,0.9,0.3,5.1
Jared Ridder,MSU,23,18.8,1.7,4.7,0.374,1.1,3.6,0.317,0.5,1,0.522,0.3,0.8,0.3,1.5,1.8,0.6,0.5,0.4,5.1
